"Category"	"Comments"	"Family"	"Mark"	"OmniClass Title"	"Type"	"Type Mark"	"Room: Name"	"Room: Number"	"Room: Area"	"Room: Volume"	"Space: Zone"	"Manufacturer"	"Building Name"	"Level"
"Duct Fittings"	""	"Rectangular to Round Transition - Angle"	""	"Air Ductwork"	"60 Degree"	""	""	""	""	""	""	""	"CIEE Office"	"Level 1"
"Duct Fittings"	""	"Rectangular to Round Transition - Angle"	""	"Air Ductwork"	"60 Degree"	""	""	""	""	""	""	""	"CIEE Office"	"Level 1"
"Flex Ducts"	""	"Flex Duct Round"	""	""	"Flex - Round"	""	""	""	""	""	""	""	"CIEE Office"	""
"Duct Fittings"	""	"Rectangular to Round Transition - Angle"	""	"Air Ductwork"	"60 Degree"	""	""	""	""	""	""	""	"CIEE Office"	"Level 1"
"Flex Ducts"	""	"Flex Duct Round"	""	""	"Flex - Round"	""	""	""	""	""	""	""	"CIEE Office"	""
"Duct Fittings"	""	"Rectangular to Round Transition - Angle"	""	"Air Ductwork"	"60 Degree"	""	""	""	""	""	""	""	"CIEE Office"	"Level 1"
"Duct Fittings"	""	"Rectangular to Round Transition - Angle"	""	"Air Ductwork"	"60 Degree"	""	""	""	""	""	""	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Return Diffuser"	"42"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Supply Diffuser"	"43"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Return Diffuser"	"44"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Return Diffuser"	"45"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Return Diffuser"	"46"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Supply Diffuser"	"47"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Supply Diffuser"	"48"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Air Terminals"	""	"Supply Diffuser"	"49"	"Diffusers, Registers, and Grilles"	"24 x 24 Face 12 x 12 Connection"	""	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	""	"Rooftop AC Unit - 3-12.5 Tons - Bottom Connection"	"HVAC Zone 2"	"Packaged Rooftop Air Conditioning Units"	"3 Ton"	"RTU"	""	""	""	""	""	""	"CIEE Office"	"Level 2"
"Mechanical Equipment"	""	"Rooftop AC Unit - 3-12.5 Tons - Bottom Connection"	"HVAC Zone 3"	"Packaged Rooftop Air Conditioning Units"	"3 Ton"	"RTU"	""	""	""	""	""	""	"CIEE Office"	"Level 2"
"Mechanical Equipment"	""	"Rooftop AC Unit - 3-12.5 Tons - Bottom Connection"	"HVAC Zone 4"	"Packaged Rooftop Air Conditioning Units"	"3 Ton"	"RTU"	""	""	""	""	""	""	"CIEE Office"	"Level 2"
"Mechanical Equipment"	""	"Rooftop AC Unit - 3-12.5 Tons - Bottom Connection"	"HVAC Zone 5"	"Packaged Rooftop Air Conditioning Units"	"3 Ton"	"RTU"	""	""	""	""	""	""	"CIEE Office"	"Level 2"
"Electrical Fixtures"	"207 (Conference Room)"	"Thermostat_573"	"HVAC Zone 1"	""	"Venstar"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"Venstar"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"213 (Office)"	"Thermostat_573"	"HVAC Zone 2"	""	"Pelican"	""	"Office"	"213"	"202 SF"	"2168.46 CF"	"Eastzone"	"Pelican"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"221 (Open Office)"	"Thermostat_573"	"HVAC Zone 3"	""	"Venstar"	""	"Open Office"	"221"	"1761 SF"	"17070.93 CF"	"Centralzone"	"Venstar"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"225 (Office)"	"Thermostat_573"	"HVAC Zone 4"	""	"Venstar"	""	"Office"	"226"	"436 SF"	"5337.19 CF"	"Northzone"	"Venstar"	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"80"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"213"	"202 SF"	"2168.46 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"99"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"224"	"185 SF"	"1990.51 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"105"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"206"	"150 SF"	"1625.30 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"106"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"206"	"150 SF"	"1625.30 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"107"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"206"	"150 SF"	"1625.30 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"108"	"Fixed Windows"	"38"" x 96"""	"24"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"109"	"Fixed Windows"	"38"" x 96"""	"24"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"110"	"Fixed Windows"	"38"" x 96"""	"24"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"111"	"Fixed Windows"	"38"" x 24"""	"25"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"112"	"Fixed Windows"	"38"" x 24"""	"25"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"113"	"Fixed Windows"	"38"" x 24"""	"25"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"114"	"Fixed Windows"	"38"" x 24"""	"25"	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"115"	"Fixed Windows"	"38"" x 96"""	"24"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"116"	"Fixed Windows"	"38"" x 96"""	"24"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"117"	"Fixed Windows"	"38"" x 96"""	"24"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"118"	"Fixed Windows"	"38"" x 24"""	"25"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"119"	"Fixed Windows"	"38"" x 24"""	"25"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"120"	"Fixed Windows"	"38"" x 24"""	"25"	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"121"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"221"	"1761 SF"	"17070.93 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"122"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"124"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"125"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"126"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"127"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"128"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"129"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"130"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"131"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"132"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"133"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"134"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"135"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"136"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"137"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"138"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"139"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"140"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"141"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"142"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"143"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"144"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"145"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"146"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"147"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"148"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"149"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"150"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"151"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"152"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"222"	"147 SF"	"1165.45 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"153"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"222"	"147 SF"	"1165.45 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"154"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"223"	"160 SF"	"1269.83 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"155"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"223"	"160 SF"	"1269.83 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"156"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"225"	"134 SF"	"1488.79 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"157"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"225"	"134 SF"	"1488.79 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"158"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"222"	"147 SF"	"1165.45 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"159"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"220"	"1405 SF"	"21600.06 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"160"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"220"	"1405 SF"	"21600.06 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"161"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"223"	"160 SF"	"1269.83 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"162"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"221"	"1761 SF"	"17070.93 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"163"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"221"	"1761 SF"	"17070.93 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"164"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"225"	"134 SF"	"1488.79 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"165"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"225"	"134 SF"	"1488.79 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"166"	"Fixed Windows"	"38"" x 24"""	"25"	"Open Office"	"221"	"1761 SF"	"17070.93 CF"	"Centralzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"167"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"168"	"Fixed Windows"	"38"" x 24"""	"25"	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"170"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"226"	"436 SF"	"5337.19 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"171"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"226"	"436 SF"	"5337.19 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"172"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"226"	"436 SF"	"5337.19 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005F"	"Hamilton_Simple"	"HVAC Zone 4"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Open Office"	"220"	"1405 SF"	"21600.06 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005C"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0025"	"Hamilton_Simple"	"HVAC Zone 4"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Open Office"	"220"	"1405 SF"	"21600.06 CF"	"Northzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0029"	"Hamilton_Simple"	"HVAC Zone 3"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	""	""	""	""	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005D"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0060"	"Hamilton_Simple"	"HVAC Zone 2"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"213"	"202 SF"	"2168.46 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0028"	"Hamilton_Simple"	"HVAC Zone 2"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"214"	"121 SF"	"1181.74 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x002C"	"Hamilton_Simple"	"HVAC Zone 2"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"215"	"134 SF"	"1310.83 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0022"	"Hamilton_Simple"	"HVAC Zone 2"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"216"	"121 SF"	"1179.75 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005B"	"Hamilton_Simple"	"HVAC Zone 2"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"217"	"129 SF"	"1226.17 CF"	"Eastzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x0027"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"206"	"150 SF"	"1625.30 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x002b"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Kitchen"	"208"	"512 SF"	"5743.00 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x002e"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x002a"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005E"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"211"	"188 SF"	"2043.61 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Mechanical Equipment"	"x005A"	"Hamilton_Simple"	"HVAC Zone 1"	"Climate Control (HVAC)"	"Hamilton_Simple"	""	"Office"	"212"	"182 SF"	"1977.09 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d432"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-3-1"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"013263"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-3-2"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d433"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-3-3"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d455"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-2-2"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d458"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-1-2"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d444"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-2-3"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d429"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-1-3"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d438"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-1-1"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Electrical Fixtures"	"02d454"	"Sensor-Occupancy-Wattstopper-Ceiling-Passive_Infared"	"CR-2-1"	"Switches and Receptacles"	"Passive Infrared"	""	"Conference Room"	"207"	"325 SF"	"3621.57 CF"	"Southzone"	"WattStopper"	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"202"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"209"	"205 SF"	"2247.59 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
"Windows"	""	"Fixed"	"203"	"Fixed Windows"	"38"" x 96"""	"24"	"Office"	"210"	"198 SF"	"2167.69 CF"	"Southzone"	""	"CIEE Office"	"Level 1"
